Datetime,Badger Pass: Snow Water Equivalent,Mount Lockhart: Snow Water Equivalent,GIBSON RESERVOIR; MONTANA: Inflow,Badger Pass: Precipitation,Mount Lockhart: Precipitation
2004-02-13,21.5,14.5,111.957,0.1,0.0
2004-02-14,21.6,14.5,111.506,0.1,0.1
2004-02-15,21.7,14.5,112.077,0.1,0.1
2004-02-16,21.8,14.6,112.139,0.1,0.1
2004-02-17,21.8,14.6,112.201,0.3,0.1
2004-02-18,22.1,14.8,112.776,0.6,0.5
2004-02-19,22.8,15.2,112.349,0.0,0.0
2004-02-20,22.8,15.2,112.922,0.0,0.1
2004-02-21,22.9,15.2,109.957,0.0,0.0
2004-02-22,22.9,15.0,110.003,0.0,0.0
2004-02-23,22.9,15.0,110.05,0.1,0.0
2004-02-24,23.0,15.1,110.107,0.0,0.0
2004-02-25,23.1,15.2,110.029,0.0,0.0
2004-02-26,23.2,15.3,113.267,0.1,0.0
2004-02-27,23.2,15.3,114.339,0.0,0.0
2004-02-28,23.2,15.3,113.894,0.0,0.1
2004-02-29,23.2,15.3,113.948,0.0,0.0
2004-03-01,23.2,15.3,113.009,0.0,0.0
2004-03-02,23.4,15.4,112.428,0.1,0.1
2004-03-03,23.4,15.5,112.98,0.2,0.2
2004-03-04,23.7,15.7,113.035,0.6,0.2
2004-03-05,24.1,15.9,113.095,0.7,0.5
2004-03-06,25.1,16.3,113.657,0.4,0.2
2004-03-07,25.5,16.5,116.226,0.2,0.1
2004-03-08,25.7,16.6,131.951,0.2,0.0
2004-03-09,25.8,16.5,194.085,0.0,0.1
2004-03-10,25.8,16.5,195.23,0.0,0.0
2004-03-11,25.8,16.5,195.862,0.1,0.1
2004-03-12,25.9,16.4,193.978,0.3,0.1
2004-03-13,26.3,16.5,194.646,0.0,0.0
2004-03-14,26.5,16.5,195.295,0.1,0.1
2004-03-15,26.6,16.6,196.443,0.1,0.1
2004-03-16,26.7,16.7,197.077,0.3,0.1
2004-03-17,27.1,16.7,197.704,0.2,0.2
2004-03-18,27.4,16.9,199.35,0.9,0.4
2004-03-19,28.3,17.1,238.872,0.2,0.1
2004-03-20,28.7,17.1,240.569,0.2,0.0
2004-03-21,28.8,17.1,238.218,0.1,0.0
2004-03-22,28.8,17.1,283.264,0.0,0.0
2004-03-23,28.8,17.1,275.427,0.0,0.1
2004-03-24,28.8,17.1,412.843,0.1,0.0
2004-03-25,28.8,17.0,448.976,0.0,0.0
2004-03-26,28.8,17.0,377.212,0.0,0.0
2004-03-27,28.8,17.0,366.911,0.2,0.2
2004-03-28,29.0,17.2,320.273,0.1,0.1
2004-03-29,29.3,17.4,330.083,0.1,0.0
2004-03-30,30.3,17.3,405.458,0.0,0.0
2004-03-31,29.7,16.9,608.045,0.0,0.0
2004-04-01,28.8,16.8,627.825,0.6,0.5
2004-04-02,29.2,17.2,464.949,0.1,0.0
2004-04-03,29.3,17.2,476.614,0.0,0.0
2004-04-04,29.7,17.2,521.971,0.0,0.0
2004-04-05,29.6,17.1,678.74,0.0,0.0
2004-04-06,29.5,16.9,874.715,0.0,0.0
2004-04-07,29.0,16.6,729.991,0.0,0.0
2004-04-08,28.2,16.4,1279.766,0.6,0.4
2004-04-09,28.4,16.7,1127.421,0.0,0.0
2004-04-10,28.4,16.7,858.225,0.1,0.1
2004-04-11,28.5,16.7,820.175,0.0,0.0
2004-04-12,28.3,16.7,884.585,0.0,0.0
2004-04-13,28.2,16.4,1083.802,0.1,0.0
2004-04-14,27.3,16.0,1295.778,0.2,0.1
2004-04-15,27.0,15.9,1292.923,0.4,0.4
2004-04-16,27.4,16.2,1102.372,0.0,0.0
2004-04-17,27.4,16.3,1015.696,0.1,0.2
2004-04-18,27.5,16.4,927.814,0.0,0.1
2004-04-19,27.4,16.4,871.635,0.0,0.0
2004-04-20,27.3,16.4,841.21,0.1,0.1
2004-04-21,27.5,16.4,789.408,0.0,0.0
2004-04-22,27.5,16.3,779.789,0.0,0.0
2004-04-23,27.5,16.2,840.829,0.1,0.0
2004-04-24,27.2,15.8,934.682,0.0,0.0
2004-04-25,26.5,15.5,949.074,0.0,0.1
2004-04-26,26.0,15.1,999.693,0.1,0.0
2004-04-27,24.9,14.5,1336.132,0.2,0.3
2004-04-28,24.0,14.1,1839.898,1.0,0.8
2004-04-29,25.0,14.6,1507.429,0.2,0.1
2004-04-30,24.9,14.7,1360.746,0.0,0.0
2004-05-01,24.9,14.7,1288.558,0.0,0.0
2004-05-02,24.9,14.4,1503.18,0.2,0.1
2004-05-03,24.4,14.1,1987.141,0.0,0.0
2004-05-04,23.8,13.4,2351.175,0.0,0.4
2004-05-05,22.8,13.0,2762.493,0.0,0.1
2004-05-06,22.3,12.4,2482.036,0.0,0.0
2004-05-07,21.5,11.7,2438.03,0.0,0.0
2004-05-08,20.5,11.1,2740.561,0.0,0.0
2004-05-09,19.9,10.5,2230.29,0.1,0.0
2004-05-10,19.6,9.9,2150.034,0.5,0.4
2004-05-11,19.9,10.1,1881.624,1.1,0.6
2004-05-12,21.2,10.6,1573.217,0.4,0.1
2004-05-13,21.3,10.6,1386.026,0.1,0.1
2004-05-14,21.3,10.7,1259.993,0.1,0.1
2004-05-15,21.3,10.7,1142.25,0.0,0.0
2004-05-16,21.3,10.6,1107.787,0.0,0.0
2004-05-17,21.3,10.5,1088.134,0.1,0.0
2004-05-18,20.9,10.2,1165.26,0.0,0.0
2004-05-19,20.3,9.9,1275.035,0.1,0.1
2004-05-20,20.0,9.4,1408.742,0.2,0.6
2004-05-21,19.5,9.1,1817.414,0.3,0.2
2004-05-22,19.5,8.7,2079.116,0.3,0.3
2004-05-23,19.7,8.9,1908.34,1.0,0.5
2004-05-24,20.7,9.4,1666.438,0.0,0.0
2004-05-25,20.5,9.3,1564.573,0.2,0.1
2004-05-26,20.5,9.2,1484.775,0.2,0.1
2004-05-27,20.6,8.5,1686.277,0.2,0.1
2004-05-28,20.0,7.6,1915.571,0.0,0.1
2004-05-29,19.2,6.9,1930.45,0.4,0.0
2004-05-30,19.3,6.3,1764.824,0.1,0.2
2004-05-31,19.3,5.7,1604.094,0.1,0.1
2004-06-01,19.2,4.7,1541.469,0.0,0.0
2004-06-02,18.4,3.8,1547.448,0.0,0.0
2004-06-03,17.1,2.6,1756.134,0.0,0.0
2004-06-04,15.5,1.0,2122.617,0.0,0.0
2004-06-05,14.1,0.0,2543.471,0.0,0.3
2004-06-06,12.7,0.0,2869.469,0.2,0.2
2004-06-07,12.0,0.0,2326.312,0.7,0.3
2004-06-08,12.6,0.0,1982.857,0.0,0.1
2004-06-09,12.6,0.0,1675.638,0.3,0.2
2004-06-10,12.5,0.0,1821.547,0.0,0.0
2004-06-11,11.9,0.0,1842.339,0.3,0.0
2004-06-12,11.2,0.0,1799.138,0.0,0.1
2004-06-13,10.8,0.0,1656.492,0.0,0.0
2004-06-14,10.1,0.0,1576.948,0.0,0.0
2004-06-15,9.4,0.0,1498.381,0.2,0.0
2004-06-16,9.4,0.0,1386.917,0.0,0.1
2004-06-17,8.8,0.0,1338.095,0.0,0.0
2004-06-18,8.3,0.0,1245.305,0.1,0.0
2004-06-19,7.9,0.0,1178.415,0.0,0.1
2004-06-20,7.8,0.0,1093.258,0.3,0.1
2004-06-21,7.2,0.0,1110.719,0.0,0.1
2004-06-22,5.8,0.0,1239.812,0.0,0.3
2004-06-23,4.2,0.0,1362.23,0.0,0.1
2004-06-24,2.5,0.0,1472.79,0.0,0.0
2004-06-25,0.9,0.0,1492.922,0.5,0.2
2004-06-26,0.0,0.0,1501.213,0.1,0.2
2004-06-27,0.0,0.0,1404.758,0.0,0.1
2004-06-28,0.0,0.0,1354.765,0.1,0.0
2004-06-29,0.0,0.0,1354.41,0.0,0.0
2004-06-30,0.0,0.0,1350.886,0.0,0.1
2004-07-01,0.0,0.0,1333.849,0.0,0.0
2004-07-02,0.0,0.0,1195.477,0.0,0.0
2004-07-03,0.0,0.0,1095.515,0.0,0.0
2004-07-04,0.0,0.0,1069.191,0.6,0.6
2004-07-05,0.0,0.0,1054.952,0.0,0.0
2004-07-06,0.0,0.0,1043.81,0.3,0.1
2004-07-07,0.0,0.0,983.842,0.5,0.4
2004-07-08,0.0,0.0,902.335,0.0,0.1
2004-07-09,0.0,0.0,842.248,0.1,0.0
2004-07-10,0.0,0.0,838.305,0.0,0.3
2004-07-11,0.0,0.0,837.446,0.0,0.1
2004-07-12,0.0,0.0,771.374,0.1,0.0
2004-07-13,0.0,0.0,726.921,0.0,0.0
2004-07-14,0.0,0.0,691.74,0.0,0.0
2004-07-15,0.0,0.0,661.831,0.1,0.1
2004-07-16,0.0,0.0,653.383,0.0,0.0
2004-07-17,0.0,0.0,626.724,0.1,0.0
2004-07-18,0.0,0.0,613.55,0.0,0.2
2004-07-19,0.0,0.0,610.955,0.1,0.2
2004-07-20,0.0,0.0,592.425,0.0,0.0
2004-07-21,0.0,0.0,524.197,0.0,0.0
2004-07-22,0.0,0.0,541.182,0.0,0.0
2004-07-23,0.0,0.0,515.206,0.0,0.0
2004-07-24,0.0,0.0,494.108,0.0,0.0
2004-07-25,0.0,0.0,471.991,0.0,0.1
2004-07-26,0.0,0.0,459.281,0.0,0.0
2004-07-27,0.0,0.0,451.429,0.0,0.1
2004-07-28,0.0,0.0,442.17,0.0,0.0
2004-07-29,0.0,0.0,449.345,0.0,0.0
2004-07-30,0.0,0.0,424.751,0.0,0.0
2004-07-31,0.0,0.0,398.85,0.0,0.0
2004-08-01,0.0,0.0,392.835,0.0,0.0
2004-08-02,0.0,0.0,395.607,0.0,0.1
2004-08-03,0.0,0.0,430.571,0.0,0.0
2004-08-04,0.0,0.0,409.639,0.0,0.0
2004-08-05,0.0,0.0,379.344,0.0,0.1
2004-08-06,0.0,0.0,358.525,0.2,0.1
2004-08-07,0.0,0.0,378.565,0.3,0.2
2004-08-08,0.0,0.0,371.713,0.0,0.1
2004-08-09,0.0,0.0,352.593,0.0,0.0
2004-08-10,0.0,0.0,342.87,0.0,0.0
2004-08-11,0.0,0.0,330.705,0.0,0.0
2004-08-12,0.0,0.0,322.756,0.0,0.0
2004-08-13,0.0,0.0,313.304,0.0,0.0
2004-08-14,0.0,0.0,304.872,0.0,0.0
2004-08-15,0.0,0.0,293.722,0.1,0.0
2004-08-16,0.0,0.0,293.361,0.0,0.0
2004-08-17,0.0,0.0,273.715,1.0,0.5
2004-08-18,0.0,0.0,368.505,0.1,0.6
2004-08-19,0.0,0.0,323.958,0.1,0.0
2004-08-20,0.0,0.0,321.533,0.1,0.0
2004-08-21,0.0,0.0,285.118,0.0,0.0
2004-08-22,0.0,0.0,273.366,0.0,0.1
2004-08-23,0.0,0.0,306.671,0.6,0.7
2004-08-24,0.0,0.0,314.875,0.2,0.1
2004-08-25,0.0,0.0,291.288,0.1,0.1
2004-08-26,0.0,0.0,286.175,0.3,0.2
2004-08-27,0.0,0.0,283.05,0.0,0.0
2004-08-28,0.0,0.0,269.133,0.1,0.0
2004-08-29,0.0,0.0,274.32,0.1,0.0
2004-08-30,0.0,0.0,246.205,0.0,0.0
2004-08-31,0.0,0.0,248.867,0.0,0.0
2004-09-01,0.0,0.0,243.288,0.0,0.2
2004-09-02,0.0,0.0,241.563,0.0,0.0
2004-09-03,0.0,0.0,225.655,0.1,0.0
2004-09-04,0.0,0.0,218.302,0.0,0.0
2004-09-05,0.0,0.0,219.004,0.0,0.1
2004-09-06,0.0,0.0,217.688,0.0,0.0
2004-09-07,0.0,0.0,215.361,0.0,0.0
2004-09-08,0.0,0.0,204.452,0.0,0.0
2004-09-09,0.0,0.0,218.056,0.0,0.0
2004-09-10,0.0,0.0,230.884,0.1,0.0
2004-09-11,0.0,0.0,248.477,0.1,0.3
2004-09-12,0.0,0.0,256.635,0.0,0.1
2004-09-13,0.0,0.0,261.94,0.1,0.0
2004-09-14,0.0,0.0,261.165,0.4,0.1
2004-09-15,0.1,0.0,236.306,0.2,0.3
2004-09-16,0.1,0.0,220.526,0.1,0.0
2004-09-17,0.0,0.0,227.32,0.1,0.1
2004-09-18,0.0,0.0,261.866,0.1,0.4
2004-09-19,0.0,0.0,286.381,0.4,0.2
2004-09-20,0.3,0.2,285.201,0.3,0.3
2004-09-21,0.4,0.2,266.713,0.1,0.0
2004-09-22,0.3,0.0,277.25,0.0,0.0
2004-09-23,0.0,0.0,270.48,0.0,0.0
2004-09-24,0.0,0.0,262.542,0.0,0.0
2004-09-25,0.0,0.0,268.283,0.0,0.0
2004-09-26,0.0,0.0,257.544,0.0,0.0
2004-09-27,0.0,0.0,255.353,0.0,0.0
2004-09-28,0.0,0.0,246.366,0.0,0.0
2004-09-29,0.0,0.0,243.178,0.0,0.0
2004-09-30,0.0,0.0,234.877,0.0,0.0
2004-10-01,0.0,0.0,235.65,0.0,0.0
2004-10-02,0.0,0.0,224.294,0.1,0.0
2004-10-03,0.0,0.0,221.487,0.0,0.0
2004-10-04,0.0,0.0,216.148,0.1,0.1
2004-10-05,0.0,0.0,210.291,0.0,0.0
2004-10-06,0.0,0.0,207.446,0.1,0.1
2004-10-07,0.0,0.0,202.07,0.1,0.1
2004-10-08,0.0,0.0,204.048,0.0,0.0
2004-10-09,0.0,0.0,205.237,0.0,0.0
2004-10-10,0.0,0.0,201.504,0.0,0.0
2004-10-11,0.0,0.0,200.196,0.1,0.0
2004-10-12,0.0,0.0,189.725,0.0,0.0
2004-10-13,0.0,0.0,192.462,0.0,0.1
2004-10-14,0.0,0.0,192.792,0.2,0.4
2004-10-15,0.0,0.0,225.493,0.4,0.3
2004-10-16,0.0,0.0,235.822,1.0,0.9
2004-10-17,0.3,0.3,273.427,0.1,0.0
2004-10-18,0.5,0.3,262.182,0.6,0.3
2004-10-19,0.9,0.6,244.318,0.0,0.0
2004-10-20,0.8,0.5,238.522,0.3,0.1
2004-10-21,1.1,0.5,242.805,0.5,0.2
2004-10-22,1.6,0.7,243.161,0.1,0.0
2004-10-23,1.6,0.7,232.384,0.5,0.0
2004-10-24,2.1,0.7,226.548,0.4,0.2
2004-10-25,2.4,0.8,225.192,0.0,0.0
2004-10-26,2.4,0.8,213.238,0.0,0.0
2004-10-27,2.4,0.8,215.532,0.0,0.0
2004-10-28,2.4,0.9,219.224,0.0,0.0
2004-10-29,2.4,0.9,216.36,0.0,0.0
2004-10-30,2.4,0.9,211.109,0.4,0.1
2004-10-31,2.7,0.9,211.336,0.4,0.1
2004-11-01,3.1,1.0,208.923,0.1,0.1
2004-11-02,3.2,1.2,208.211,0.3,0.1
2004-11-03,3.4,1.2,210.892,0.0,0.0
2004-11-04,3.3,1.2,202.078,0.0,0.0
2004-11-05,3.3,1.2,194.826,0.1,0.1
2004-11-06,3.3,1.2,194.079,0.0,0.0
2004-11-07,3.3,1.2,193.826,0.0,0.0
2004-11-08,3.3,1.1,193.337,0.0,0.0
2004-11-09,3.3,1.0,194.771,0.0,0.0
2004-11-10,3.2,1.0,186.463,0.0,0.0
2004-11-11,3.2,1.0,181.497,0.0,0.0
2004-11-12,3.2,1.1,183.086,0.0,0.0
2004-11-13,3.2,1.2,183.759,0.0,0.0
2004-11-14,3.2,1.2,185.149,0.0,0.0
2004-11-15,3.2,1.4,185.963,0.1,0.0
2004-11-16,3.3,1.3,179.75,0.0,0.0
2004-11-17,3.3,1.3,172.126,0.0,0.0
2004-11-18,3.3,1.2,172.151,0.1,0.0
2004-11-19,3.4,1.2,172.691,0.3,0.2
2004-11-20,3.7,1.4,172.218,0.0,0.2
2004-11-21,3.7,1.6,172.648,0.1,0.0
2004-11-22,3.8,1.7,168.62,0.1,0.0
2004-11-23,3.9,1.7,169.173,0.1,0.1
2004-11-24,4.0,1.9,169.213,0.4,0.1
2004-11-25,4.3,2.0,163.309,0.2,0.1
2004-11-26,4.6,2.0,169.317,0.3,0.2
2004-11-27,4.9,2.1,110.771,0.0,0.0
2004-11-28,4.9,2.1,100.586,0.0,0.0
2004-11-29,4.9,2.3,113.982,0.0,0.1
2004-11-30,4.9,2.3,129.754,0.1,0.1
2004-12-01,5.0,2.3,156.645,0.1,0.1
2004-12-02,5.1,2.5,166.33,0.1,0.3
2004-12-03,5.2,2.8,170.479,0.1,0.0
2004-12-04,5.2,2.8,167.074,0.0,0.0
2004-12-05,5.2,2.8,149.346,0.0,0.0
2004-12-06,5.2,2.8,151.63,0.2,0.0
2004-12-07,5.4,2.8,148.696,0.2,0.3
2004-12-08,5.7,3.1,145.248,0.6,0.4
2004-12-09,6.3,3.6,152.746,0.3,0.3
2004-12-10,6.7,3.8,162.569,0.6,0.5
2004-12-11,7.1,4.3,213.106,0.5,0.8
2004-12-12,7.6,4.3,214.316,0.0,0.0
2004-12-13,7.6,4.3,214.994,0.2,0.1
2004-12-14,7.7,4.3,216.122,0.0,0.1
2004-12-15,7.8,4.3,216.311,0.1,0.0
2004-12-16,7.8,4.3,216.64,0.0,0.0
2004-12-17,7.8,4.3,194.738,0.1,0.0
2004-12-18,7.8,4.3,183.952,0.1,0.1
2004-12-19,7.9,4.4,185.054,0.2,0.2
2004-12-20,8.2,4.6,185.171,0.1,0.3
2004-12-21,8.4,4.8,161.016,0.1,0.1
2004-12-22,8.5,4.8,160.832,0.0,0.0
2004-12-23,8.5,4.8,155.204,0.2,0.2
2004-12-24,8.7,5.0,151.831,0.2,0.1
2004-12-25,8.8,5.2,153.678,0.0,0.1
2004-12-26,8.9,5.2,146.436,0.0,0.0
2004-12-27,8.9,5.2,139.293,0.1,0.0
2004-12-28,8.9,5.2,142.792,0.0,0.0
2004-12-29,8.9,5.2,139.203,0.2,0.0
2004-12-30,9.1,5.2,135.029,0.0,0.0
2004-12-31,9.1,5.2,134.986,0.0,0.2
2005-01-01,9.1,5.3,132.281,0.2,0.1
2005-01-02,9.3,5.4,121.479,0.2,0.1
2005-01-03,9.4,5.6,120.672,0.0,0.0
2005-01-04,9.4,5.6,124.784,0.0,0.0
2005-01-05,9.4,5.6,122.255,0.0,0.0
2005-01-06,9.4,5.7,122.52,0.1,0.2
2005-01-07,9.5,5.7,121.952,0.0,0.0
2005-01-08,9.5,5.7,123.023,0.2,0.1
2005-01-09,9.6,5.7,122.717,0.3,0.3
2005-01-10,9.8,6.1,122.279,0.2,0.1
2005-01-11,10.0,6.2,121.381,0.0,0.0
2005-01-12,10.1,6.2,121.799,0.5,0.7
2005-01-13,10.7,6.8,120.006,0.2,0.3
2005-01-14,10.8,7.2,117.971,0.0,0.0
2005-01-15,10.8,7.2,115.762,0.1,0.1
2005-01-16,10.9,7.3,108.536,0.2,0.3
2005-01-17,11.0,7.6,123.499,0.3,0.2
2005-01-18,11.2,7.8,124.617,0.5,0.6
2005-01-19,11.8,8.1,125.171,0.0,0.0
2005-01-20,11.3,7.6,405.461,0.0,0.1
2005-01-21,11.2,7.5,410.884,0.1,0.1
2005-01-22,11.4,7.6,410.557,0.0,0.0
2005-01-23,11.4,7.6,417.884,0.0,0.0
2005-01-24,11.4,7.6,421.887,0.0,0.0
2005-01-25,11.4,7.4,315.306,0.0,0.0
2005-01-26,11.4,7.2,314.874,0.0,0.0
2005-01-27,11.5,7.1,316.409,0.0,0.0
2005-01-28,11.5,7.1,318.363,0.0,0.0
2005-01-29,11.5,7.1,320.253,0.0,0.0
2005-01-30,11.5,7.0,322.555,0.0,0.1
2005-01-31,11.5,7.1,283.032,0.1,0.1
2005-02-01,11.6,7.2,276.201,0.0,0.0
2005-02-02,11.6,7.2,251.909,0.0,0.0
2005-02-03,11.6,7.2,245.21,0.0,0.0
2005-02-04,11.6,7.2,172.788,0.2,0.0
2005-02-05,12.0,7.2,168.626,0.4,0.2
2005-02-06,12.5,7.3,168.042,0.0,0.0
2005-02-07,12.5,7.3,175.311,0.1,0.0
2005-02-08,12.6,7.3,179.53,0.1,0.1
2005-02-09,12.6,7.4,172.21,0.0,0.0
2005-02-10,12.6,7.5,171.685,0.1,0.1
2005-02-11,12.6,7.6,174.987,0.0,0.0
2005-02-12,12.6,7.6,170.306,0.0,0.0
2005-02-13,12.7,7.7,170.361,0.2,0.4
2005-02-14,12.9,8.0,174.403,0.3,0.2
2005-02-15,13.3,8.2,152.461,0.1,0.1
2005-02-16,13.3,8.2,152.375,0.0,0.0
2005-02-17,13.3,8.2,156.82,0.0,0.0
2005-02-18,13.3,8.2,152.346,0.0,0.0
2005-02-19,13.3,8.2,152.85,0.0,0.1
2005-02-20,13.3,8.3,148.817,0.0,0.0
2005-02-21,13.3,8.4,148.817,0.0,0.0
2005-02-22,13.2,8.4,149.825,0.0,0.0
2005-02-23,13.2,8.5,153.858,0.1,0.0
2005-02-24,13.2,8.6,161.995,0.0,0.1
2005-02-25,13.2,8.7,153.98,0.0,0.0
2005-02-26,13.1,8.7,153.449,0.0,0.0
2005-02-27,13.1,8.6,154.413,0.0,0.0
2005-02-28,13.1,8.6,154.413,0.1,0.1
2005-03-01,13.2,8.8,155.421,0.0,0.0
2005-03-02,13.3,8.8,154.917,0.0,0.0
2005-03-03,13.3,8.8,155.925,0.0,0.0
2005-03-04,13.4,8.7,155.421,0.0,0.0
2005-03-05,13.6,8.7,156.429,0.0,0.0
2005-03-06,13.7,8.7,156.429,0.0,0.0
2005-03-07,13.7,8.7,156.429,0.1,0.1
2005-03-08,13.9,8.7,156.933,0.0,0.0
2005-03-09,13.9,8.7,157.438,0.0,0.0
2005-03-10,13.9,8.7,172.058,0.0,0.0
2005-03-11,14.0,8.7,200.796,0.4,0.2
2005-03-12,14.4,8.8,215.417,0.6,0.6
2005-03-13,15.0,9.5,202.308,0.4,0.2
2005-03-14,15.4,9.7,202.308,0.2,0.2
2005-03-15,15.6,9.8,202.813,0.2,0.1
2005-03-16,15.8,10.0,203.821,0.1,0.1
2005-03-17,16.0,10.1,204.325,0.4,0.1
2005-03-18,16.5,10.1,204.325,0.2,0.2
2005-03-19,16.7,10.2,205.333,0.3,0.1
2005-03-20,17.0,10.3,205.838,0.1,0.1
2005-03-21,17.1,10.5,205.838,0.0,0.0
2005-03-22,17.1,10.5,206.846,0.4,0.2
2005-03-23,17.5,10.6,206.846,0.3,0.1
2005-03-24,17.8,10.6,207.854,0.1,0.2
2005-03-25,17.9,10.7,207.854,0.0,0.1
2005-03-26,17.9,10.9,208.358,0.1,0.1
2005-03-27,18.0,11.1,209.367,0.6,0.4
2005-03-28,18.7,11.4,208.863,0.2,0.1
2005-03-29,18.9,11.5,209.871,0.1,0.1
2005-03-30,19.1,11.6,210.375,0.3,0.1
2005-03-31,19.3,11.6,210.879,0.0,0.1
2005-04-01,19.4,11.7,210.879,0.4,0.4
2005-04-02,19.9,12.1,211.888,0.0,0.0
2005-04-03,19.9,12.0,211.888,0.2,0.1
2005-04-04,20.0,12.3,222.979,0.0,0.0
2005-04-05,20.0,12.3,222.979,0.0,0.0
2005-04-06,20.0,12.2,223.988,0.0,0.0
2005-04-07,19.9,12.1,223.988,0.0,0.0
2005-04-08,19.8,12.0,224.492,0.0,0.0
2005-04-09,19.3,11.9,277.496,0.0,0.0
2005-04-10,19.3,11.8,300.099,0.0,0.0
2005-04-11,19.5,11.8,301.222,0.0,0.0
2005-04-12,19.4,11.7,302.841,0.1,0.1
2005-04-13,19.4,11.6,305.877,0.6,0.4
2005-04-14,20.1,11.9,321.004,0.8,0.5
2005-04-15,21.1,12.4,330.9,0.2,0.0
2005-04-16,21.1,12.4,356.225,0.0,0.0
2005-04-17,21.3,12.3,442.701,0.0,0.1
2005-04-18,20.8,12.3,433.928,0.7,0.4
2005-04-19,21.5,12.5,424.651,0.6,0.3
2005-04-20,22.1,12.8,421.402,0.3,0.4
2005-04-21,22.4,13.2,384.36,0.3,0.1
2005-04-22,22.8,13.3,413.348,0.0,0.0
2005-04-23,22.8,13.2,497.354,0.0,0.0
2005-04-24,22.3,13.0,632.386,0.0,0.1
2005-04-25,21.8,12.6,878.543,0.0,0.0
2005-04-26,21.0,12.3,1007.922,0.1,0.1
2005-04-27,21.1,12.4,929.092,0.3,0.2
2005-04-28,21.3,12.6,757.178,0.2,0.0
2005-04-29,21.4,12.4,577.517,0.0,0.1
2005-04-30,21.4,12.4,550.278,0.0,0.0
2005-05-01,21.5,12.3,611.492,0.1,0.0
2005-05-02,21.6,12.3,774.482,0.0,0.0
2005-05-03,21.9,12.3,803.933,0.1,0.1
2005-05-04,21.4,12.1,827.204,0.0,0.0
2005-05-05,20.8,11.8,930.934,0.0,0.0
2005-05-06,19.8,11.3,1261.119,0.1,0.2
2005-05-07,19.2,10.9,1760.624,0.3,0.0
2005-05-08,18.6,10.5,2094.77,0.1,0.1
2005-05-09,18.1,10.2,2123.783,0.3,0.4
2005-05-10,18.0,10.2,2037.291,0.8,0.9
2005-05-11,18.7,10.5,2021.786,0.1,0.0
2005-05-12,18.8,10.3,1809.544,0.0,0.0
2005-05-13,18.4,9.9,1675.806,0.0,0.1
2005-05-14,17.7,9.4,1940.482,0.1,0.1
2005-05-15,16.8,8.7,2356.003,0.0,0.0
2005-05-16,15.6,7.7,2997.248,0.5,0.4
2005-05-17,14.9,6.9,3947.431,0.0,0.0
2005-05-18,14.4,6.1,3115.753,0.2,0.1
2005-05-19,13.8,5.3,2544.618,0.0,0.0
2005-05-20,13.3,4.6,2399.285,0.1,0.2
2005-05-21,12.8,4.1,2227.43,0.2,0.0
2005-05-22,12.8,3.3,2071.65,0.0,0.0
2005-05-23,12.4,2.1,1967.937,0.0,0.0
2005-05-24,11.8,1.2,1821.243,0.0,0.0
2005-05-25,11.6,0.9,1705.514,0.0,0.0
2005-05-26,11.0,0.0,1652.229,0.0,0.1
2005-05-27,10.2,0.0,1684.511,0.0,0.0
2005-05-28,8.9,0.0,1864.409,0.0,0.0
2005-05-29,7.8,0.0,1975.104,0.0,0.0
2005-05-30,7.5,0.0,1909.438,0.0,0.0
2005-05-31,6.4,0.0,1885.009,0.2,0.4
2005-06-01,5.6,0.0,2045.027,1.6,1.1
2005-06-02,6.9,0.0,2164.867,1.9,1.3
2005-06-03,8.2,0.0,3572.154,0.8,1.0
2005-06-04,7.7,0.0,3320.472,0.0,0.0
2005-06-05,7.2,0.0,2765.1,0.4,0.5
2005-06-06,6.2,0.0,2709.787,0.1,0.0
2005-06-07,5.9,0.0,2394.574,0.5,0.2
2005-06-08,6.3,0.0,2044.067,0.0,0.0
2005-06-09,6.3,0.0,1758.983,0.3,0.4
2005-06-10,6.3,0.0,1673.704,0.0,0.4
2005-06-11,5.7,0.0,1611.524,0.0,0.0
2005-06-12,4.7,0.0,1748.015,0.6,0.8
2005-06-13,5.1,0.0,1692.176,0.0,0.0
2005-06-14,4.3,0.0,1522.245,0.1,0.2
2005-06-15,3.3,0.0,1592.097,0.0,0.0
2005-06-16,1.6,0.0,1771.243,0.4,0.0
2005-06-17,0.0,0.0,1933.621,0.1,0.3
2005-06-18,0.0,0.0,1911.417,0.0,0.0
2005-06-19,0.0,0.0,1639.388,0.0,0.0
2005-06-20,0.0,0.0,1523.481,0.0,0.0
2005-06-21,0.0,0.0,1550.498,0.0,0.0
2005-06-22,0.0,0.0,1615.935,0.0,0.0
2005-06-23,0.0,0.0,1466.438,0.0,0.0
2005-06-24,0.0,0.0,1322.553,0.0,0.0
2005-06-25,0.0,0.0,1217.683,0.0,0.1
2005-06-26,0.0,0.0,1124.776,0.3,0.0
2005-06-27,0.0,0.0,1107.61,0.4,0.7
2005-06-28,0.0,0.0,1162.739,0.2,0.1
2005-06-29,0.0,0.0,1061.096,0.1,0.3
2005-06-30,0.0,0.0,1131.152,0.0,0.0
2005-07-01,0.0,0.0,968.186,0.0,0.0
2005-07-02,0.0,0.0,908.093,0.0,0.0
2005-07-03,0.0,0.0,858.361,0.0,0.0
2005-07-04,0.0,0.0,800.334,0.0,0.0
2005-07-05,0.0,0.0,760.987,0.1,0.0
2005-07-06,0.0,0.0,735.832,0.0,0.0
